n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,x,7.0,0.8,m1,1125,0.0,112500000.0,107233443.0,102081.0,6457947.0,0.0,0.9531861600000001,0.00025630077229804376,0.004386014919980516,0.03105408911394528,0.00020058296715781815,0.003432529206837927,0.0,612.6728821919496
3,x,7.0,0.8,normal,1125,0.0,112500000.0,108270402.0,166838.0,8227338.0,0.0,0.9624035733333333,6.385628183551771e-05,0.001092757553377061,0.03953558990512914,0.00013281518933425804,0.002272835141295199,0.0,4497.390476552999
3,x,7.0,1.0,m1,1125,0.0,112500000.0,105968651.0,155907.0,7867391.0,0.0,0.9419435644444445,0.000313503132085725,0.0053649054681334934,0.03857817962342173,0.00024638770429869265,0.004216374915550973,0.0,753.60253173007
3,x,7.0,1.0,normal,1125,0.0,112500000.0,107241617.0,253593.0,10004648.0,0.0,0.9532588177777778,7.519499667928832e-05,0.0012867943174190788,0.04901050114654771,0.00016407135653784895,0.002807714589637001,0.0,4832.704130881826
3,z,2.0,0.1,m1,1125,0.0,112500000.0,111801143.0,1631.0,863253.0,0.0,0.9937879377777777,3.9296595076951336e-05,0.0006724734021148987,0.003875099426838907,2.697517241876524e-05,0.000461619790049514,0.0,266.01655560798457
3,z,2.0,0.1,normal,1125,0.0,112500000.0,111721596.0,1778.0,905288.0,0.0,0.9930808533333333,2.504052816290352e-05,0.0004285126772812515,0.00406743115901983,1.7305343541132588e-05,0.0002961422795813219,0.0,1095.9372902900104
3,z,2.0,0.3,m1,1125,0.0,112500000.0,110421980.0,14491.0,2527054.0,0.0,0.9815287111111112,0.0001077195934715686,0.0018433801034010455,0.011572648812209433,7.774664486798213e-05,0.001330460073576606,0.0,331.4814573432122
3,z,2.0,0.3,normal,1125,0.0,112500000.0,110188501.0,15779.0,2647118.0,0.0,0.9794533422222222,6.283669592112408e-05,0.0010753096190901828,0.012154834676871892,4.637059331461969e-05,0.0007935290725139304,0.0,2454.128017025836
3,z,2.0,0.5,m1,1125,0.0,112500000.0,109063539.0,39875.0,4104119.0,0.0,0.9694536799999999,0.0001729340369755317,0.002959379558424115,0.01917730954060199,0.00012735334343011776,0.002179367855139945,0.0,463.57183026409984
3,z,2.0,0.5,normal,1125,0.0,112500000.0,108682880.0,42990.0,4287477.0,0.0,0.9660700444444444,9.944865961221487e-05,0.001701841554827681,0.020119881362765168,7.588076464669182e-05,0.0012985297035816253,0.0,2526.81382950021
3,z,2.0,0.8,m1,1125,0.0,112500000.0,107071391.0,97319.0,6320190.0,0.0,0.9517456977777777,0.00027193061035440654,0.004653484667720366,0.030413845825688884,0.0001990237081479746,0.003405845973619515,0.0,473.4394018622879
3,z,2.0,0.8,normal,1125,0.0,112500000.0,106481978.0,105586.0,6588785.0,0.0,0.9465064711111112,0.0001511435223599188,0.0025864835996597282,0.03192897433274225,0.00011764725402944277,0.0020132698268572964,0.0,2459.624774884087
3,z,2.0,1.0,m1,1125,0.0,112500000.0,105776573.0,149382.0,7705095.0,0.0,0.9402362044444446,0.0003313943679789687,0.005671073985930256,0.037820205655501676,0.0002462210927146838,0.004213523730645239,0.0,619.63362405714
3,z,2.0,1.0,normal,1125,0.0,112500000.0,105044342.0,161288.0,8021551.0,0.0,0.9337274844444445,0.0001838268421774854,0.0031457855754947663,0.0397154671575166,0.00014606518733590226,0.0024995792451223383,0.0,3913.6100301330043
3,z,3.0,0.1,m1,1125,0.0,112500000.0,110646188.0,27182.0,1140635.0,0.0,0.9835216711111112,0.0001038340560029536,0.0017768878132815638,0.005399234556259155,6.268223545282524e-05,0.0010726663733737084,0.0,1005.0659739379225
3,z,3.0,0.1,normal,1125,0.0,112500000.0,110287165.0,50506.0,1151747.0,0.0,0.9803303555555556,0.0001607015580332721,0.0027500480192795187,0.005678990269707859,9.64311080786072e-05,0.001650202904153532,0.0,6411.37125721604
3,z,3.0,0.3,m1,1125,0.0,112500000.0,107051180.0,86960.0,3276894.0,0.0,0.9515660444444445,0.00029444389589662373,0.005038749235597362,0.01611004138355325,0.00018427557234807144,0.003153464589512512,0.0,1856.207614456107
3,z,3.0,0.3,normal,1125,0.0,112500000.0,106045055.0,153192.0,3297622.0,0.0,0.9426227111111112,0.00045332365413837996,0.007757621222923634,0.016988161453178593,0.0002818781696316007,0.004823714913286805,0.0,6521.606534828032
3,z,3.0,0.5,m1,1125,0.0,112500000.0,103596699.0,153202.0,5233284.0,0.0,0.9208595466666666,0.00047286091614940425,0.008091957799078285,0.02671641996355821,0.0003008599791470243,0.005148546161341191,0.0,2418.5750678970144
3,z,3.0,0.5,normal,1125,0.0,112500000.0,102022384.0,260637.0,5242028.0,0.0,0.9068656355555555,0.0007123636354392026,0.012190511583221444,0.028233184019604743,0.0004629807326174835,0.007922880538816433,0.0,8408.29763483104
