n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,z,5.0,0.001,m1,2051,0.0,205100000.0,196740450.0,5517.0,2006698.0,0.0,0.959241589468552,2.724011469870533e-05,0.0006294129740238335,0.0051279039139864036,7.196623753040118e-06,0.00016628595031381523,0.0,1039.1626862499575
3,z,5.0,0.001,normal,2051,0.0,205100000.0,193813204.0,11165.0,1986811.0,0.0,0.9449693027791322,3.117445928586374e-05,0.0007203203565671105,0.005183187481722602,7.1700912888600585e-06,0.00016567288838759118,0.0,4216.3641229128425
3,z,5.0,0.005,m1,2051,0.0,205100000.0,167417342.0,117407.0,8791108.0,0.0,0.8162717796196978,5.32450786447003e-05,0.0012302864239953635,0.026956367865386983,1.7080336601459422e-05,0.0003946600657362014,0.0,2339.39184579888
3,z,5.0,0.005,normal,2051,0.0,205100000.0,155988735.0,227548.0,8380551.0,0.0,0.7605496587030717,5.950090880553457e-05,0.0013748342979698382,0.028321420900172905,1.827063245407462e-05,0.0004221631677183077,0.0,11463.534246734913
3,z,5.0,0.01,m1,2051,0.0,205100000.0,138468206.0,384976.0,14972221.0,0.0,0.6751253339834228,6.349230774909035e-05,0.001467059984512136,0.05684403202207109,2.726938382463594e-05,0.0006300892695461844,0.0,3708.2558687239502
3,z,5.0,0.01,normal,2051,0.0,205100000.0,121564685.0,702553.0,13708047.0,0.0,0.592709336908825,6.745361515715149e-05,0.0015585903728496308,0.06216083101939983,3.0606017795340185e-05,0.0007071858873085806,0.0,14441.38658162397
3,z,6.0,0.0001,m1,2051,0.0,205100000.0,204722899.0,0.0,78.0,0.0,0.9981613798147245,5.845468300239385e-06,0.0001350660093802975,1.9050225933466762e-07,4.2024952558550326e-08,9.710330028215643e-07,0.0,71.54022784901271
3,z,6.0,0.0001,normal,2051,0.0,205100000.0,204597205.0,0.0,126.0,0.0,0.9975485372988786,6.63595854468909e-06,0.00015333116065440586,3.07919689459104e-07,5.2539801370507126e-08,1.2139902126331387e-06,0.0,332.9036660899223
3,z,6.0,0.0005,m1,2051,0.0,205100000.0,203224307.0,0.0,2025.0,0.0,0.9908547391516334,1.3177364957705447e-05,0.00030447758974454795,4.982102457070636e-06,2.1676306962094766e-07,5.008550434449542e-06,0.0,137.37136658217824
3,z,6.0,0.0005,normal,2051,0.0,205100000.0,202605279.0,10.0,2920.0,0.0,0.9878365626523646,1.444474916353939e-05,0.000333761903377144,7.255477995733693e-06,2.6017353515564526e-07,6.0115972467763545e-06,0.0,805.6623286721356
3,z,6.0,0.001,m1,2051,0.0,205100000.0,201375757.0,13.0,8076.0,0.0,0.9818418186250609,1.851899289366219e-05,0.0004279018103282857,2.0116642298942242e-05,4.3725098447491755e-07,1.010316753718688e-05,0.0,142.67411327401433
3,z,6.0,0.001,normal,2051,0.0,205100000.0,200153779.0,25.0,11665.0,0.0,0.9758838566552901,2.1157463027317603e-05,0.0004888665805601836,2.926510932967951e-05,5.418611599721158e-07,1.2520301326861272e-05,0.0,1328.3524147199887
3,z,6.0,0.005,m1,2051,0.0,205100000.0,187393723.0,1807.0,191299.0,0.0,0.9136700292540224,3.891777667691979e-05,0.0008992382679570613,0.0005200615497789965,2.3261159419380993e-06,5.374748121046256e-05,0.0,381.09425890287724
3,z,6.0,0.005,normal,2051,0.0,205100000.0,182020724.0,3803.0,265507.0,0.0,0.8874730570453437,4.370398479265432e-05,0.0010098288993748011,0.0007502286867365213,2.8863842495003313e-06,6.669310003822779e-05,0.0,3022.917673200855
3,z,6.0,0.01,m1,2051,0.0,205100000.0,171838102.0,13435.0,704970.0,0.0,0.8378259483178937,5.0164298547184264e-05,0.00115910159291302,0.00212944216290984,5.150410952041625e-06,0.000119005940710063,0.0,729.3063387958267
3,z,6.0,0.01,normal,2051,0.0,205100000.0,162615586.0,27957.0,951834.0,0.0,0.79286,5.4075062519747625e-05,0.0012494641192790838,0.003098560187672328,6.411421573842051e-06,0.00014814298563523628,0.0,4022.701306676071
3,z,7.0,0.0001,m1,2051,0.0,205100000.0,204428870.0,0.0,30.0,0.0,0.9967277913213067,7.853419488236342e-06,0.00018146194210344132,7.33698899139111e-08,2.6936133202021054e-08,6.223891453802133e-07,0.0,72.04328991416732
