n,lstate,i,meas_type,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
4,x,3,"['z', 'x', 'x', 'x']",0.8,normal,126,0,126000000,65683386,359.0,7412,0,0.5212967142857142,0.0042560953254758525,0.0477745515401423,6.209517535765218e-05,2.622815219399609e-06,2.9441027819428986e-05,0.0,22005.632794330362
4,x,3,"['z', 'x', 'x', 'x']",1.0,m1,61,0,70000000,36201068,260.0,7741,0,0.5224770131147541,0.005104999576880825,0.03987132129083707,0.00012501742760556996,1.0575739496824883e-05,8.259916597754974e-05,208.48466622300475,3476.548325979631
4,x,3,"['z', 'x', 'x', 'x']",1.0,normal,61,0,70000000,29611522,346.0,7014,0,0.4353277737704918,0.007063812193671628,0.05517013689628931,0.0001332689206784287,9.30458600720103e-06,7.267113984718743e-05,2326.4745085099994,11887.32434988685
4,x,4,"['x', 'z', 'x', 'x']",0.01,m1,1,0,10000000,9893537,0.0,33,0,0.9893537,0.0,,1.6677554245766706e-06,0.0,,103.3377749309875,0.923333906015614
4,x,4,"['x', 'z', 'x', 'x']",0.01,normal,1,0,10000000,9878356,0.0,41,0,0.9878356,0.0,,2.07524409932179e-06,0.0,,2876.200784875,-185.9663930390016
4,x,4,"['x', 'z', 'x', 'x']",0.05,m1,197,0,206000000,194217269,38.0,14933,0,0.9425708705583756,0.00047674481756494405,0.006691432384159706,3.871866370241231e-05,8.856624845871877e-07,1.2430865344424524e-05,313.0659429799998,5733.890563122084
4,x,4,"['x', 'z', 'x', 'x']",0.05,normal,197,0,206000000,191717149,44.0,14351,0,0.9302018868020304,0.0005271541085179577,0.007398960498819442,3.685047928502651e-05,9.062305563061679e-07,1.271955198790619e-05,4026.5168372129992,37852.35386790633
4,x,4,"['x', 'z', 'x', 'x']",0.1,m1,197,0,206000000,183129018,192.0,55867,0,0.8885353918781725,0.0008974961943452798,0.012596959375827933,0.00015333954151337275,3.2869006934438445e-06,4.613384966818442e-05,527.8034224300063,8872.409856642145
4,x,4,"['x', 'z', 'x', 'x']",0.1,normal,197,0,206000000,178471776,214.0,53862,0,0.8655184568527919,0.0009925899453284111,0.013931663774105032,0.00014868195498704022,3.404551045752418e-06,4.778515105299317e-05,2897.594162196001,37794.26693497849
4,x,4,"['x', 'z', 'x', 'x']",0.3,m1,196,0,196000000,137543784,3285.0,374111,0,0.701754,0.002140803234318621,0.029971245280460697,0.0013781473924920442,2.8475004187077813e-05,0.00039865005861908936,0.0,18290.355195468757
4,x,4,"['x', 'z', 'x', 'x']",0.3,normal,196,0,196000000,127146045,3397.0,332384,0,0.6487043112244898,0.0022140365849573156,0.030996512189402418,0.00132824848225046,2.872195657225416e-05,0.00040210739201155827,0.0,37732.484932357445
4,x,4,"['x', 'z', 'x', 'x']",0.5,m1,197,0,206000000,114577271,11823.0,857399,0,0.5548207152284264,0.002823689310456036,0.0396323680901203,0.0038212745459596385,7.743360088606119e-05,0.00108683237971539,1013.758820817995,19147.663469566833
4,x,4,"['x', 'z', 'x', 'x']",0.5,normal,197,0,206000000,100911496,12577.0,748958,0,0.48740289187817254,0.0027690321631918826,0.03886521847096514,0.00372994470757321,7.843311937982533e-05,0.0011008612903009338,2574.1339640080005,34747.71088455738
4,x,4,"['x', 'z', 'x', 'x']",0.8,m1,126,0,126000000,49002122,20248.0,916392,0,0.38890573015873015,0.004093025236480358,0.04594409433098667,0.009674853175234603,0.00024809447864931227,0.0027848536159680876,0.0,18084.644248836208
4,x,4,"['x', 'z', 'x', 'x']",0.8,normal,126,0,126000000,39926610,20595.0,733392,0,0.3168778571428571,0.0035447101561177537,0.039789272818831815,0.00964916853007561,0.0002459949092396259,0.0027612860077956946,0.0,22217.935164593626
4,x,4,"['x', 'z', 'x', 'x']",1.0,m1,61,0,70000000,21744528,18519.0,668914,0,0.30561122459016393,0.005768897024571756,0.04505652611650042,0.016277722875133568,0.0005565659186106051,0.0043469187854491675,1523.5554633700012,8530.88052477724
4,x,4,"['x', 'z', 'x', 'x']",1.0,normal,61,0,70000000,17085050,19705.0,535784,0,0.23624929016393442,0.004406667803955014,0.03441717578766793,0.015778784094558535,0.0005649729456486085,0.0044125797656480725,3317.039434159,10465.16265653499
4,x,5,"['z', 'z', 'x', 'x']",0.01,m1,1,0,10000000,9962474,0.0,0,0,0.9962474,0.0,,0.0,0.0,,2.6947615199896973,3.8069142780150287
4,x,5,"['z', 'z', 'x', 'x']",0.01,normal,1,0,10000000,9924969,0.0,1,0,0.9924969,0.0,,5.037799110506038e-08,0.0,,98.9814523449968,17.259529853006825
4,x,5,"['z', 'z', 'x', 'x']",0.05,m1,197,0,206000000,199576111,0.0,34,0,0.9682460335025381,0.002290932115922993,0.03215476453146839,9.504997249775913e-08,2.117521424932703e-08,2.972082949809204e-07,5.376650531994528,415.9385243742581
4,x,5,"['z', 'z', 'x', 'x']",0.05,normal,197,0,206000000,195790248,5.0,319,0,0.9498528959390862,0.0015659949302426084,0.021979786257934213,9.453890608215775e-07,3.865730833514168e-07,5.425811783323194e-06,300.37064955400274,6337.696021806783
4,x,5,"['z', 'z', 'x', 'x']",0.1,m1,197,0,206000000,193706387,1.0,238,0,0.939283012182741,0.003804237742008813,0.0533950211644465,7.670602185692688e-07,1.9966191375490245e-07,2.802388502945516e-06,7.982844237994868,590.9127372821094
4,x,5,"['z', 'z', 'x', 'x']",0.1,normal,197,0,206000000,186313081,33.0,1542,0,0.9033530456852793,0.0028277308782634755,0.03968909419749071,5.1048774474357104e-06,1.8507609427063606e-06,2.5976667707932154e-05,204.71612889500105,9279.644036999856
4,x,5,"['z', 'z', 'x', 'x']",0.3,m1,196,0,196000000,164839656,255.0,8885,0,0.8410186530612245,0.006571405919582732,0.09199968287415825,4.2066880733247746e-05,1.2327159246728348e-05,0.00017258022945419689,0.0,1568.85359371081
4,x,5,"['z', 'z', 'x', 'x']",0.3,normal,196,0,196000000,146406117,1244.0,24529,0,0.7469699846938775,0.0059036337296925045,0.08265087221569506,0.00011586353681848945,3.0000787950198877e-05,0.0004200110313027843,0.0,16317.671429158188
4,x,5,"['z', 'z', 'x', 'x']",0.5,m1,197,0,206000000,157275758,1997.0,43011,0,0.7604828324873097,0.0074169680241720735,0.10410210704065227,0.00023683556330087583,6.133492988249631e-05,0.0008608767646226,76.49301561400353,2581.598000965765
4,x,5,"['z', 'z', 'x', 'x']",0.5,normal,197,0,206000000,129923450,6125.0,90328,0,0.6277678989847716,0.007132645312645827,0.100111447615813,0.0005217524626426191,9.781668216604158e-05,0.0013729225586552804,1441.319407256,21878.240269361417
4,x,5,"['z', 'z', 'x', 'x']",0.8,m1,126,0,126000000,83091692,7812.0,108844,0,0.659457873015873,0.00962122781665284,0.10799801439004207,0.001122109573426325,0.0003006064523173054,0.003374299058474863,0.0,2525.3381076552905
4,x,5,"['z', 'z', 'x', 'x']",0.8,normal,126,0,126000000,61880421,16430.0,178834,0,0.49111445238095236,0.008680539859282086,0.09743881825700534,0.0019814274196088668,0.00025784181042029096,0.0028942671437347436,0.0,17177.23281270452
4,x,5,"['z', 'z', 'x', 'x']",1.0,m1,61,0,70000000,43161249,5748.0,83904,0,0.6058704442622951,0.012374849105673517,0.09665066121698034,0.0014913252301559012,0.00032356846036492103,0.0025271504626987397,142.3268715009981,1440.6037745487629
4,x,5,"['z', 'z', 'x', 'x']",1.0,normal,61,0,70000000,30685627,18134.0,163735,0,0.4298050049180328,0.011360673850436008,0.08872969925844904,0.004129828249290761,0.0006889747607449452,0.005381064901816073,1793.360335724,9284.524694881462
4,x,6,"['x', 'x', 'z', 'x']",0.01,m1,1,0,10000000,9895923,2.0,881,0,0.9895923,0.0,,4.471538430523358e-05,0.0,,588.2010504770005,20.30412737300503
4,x,6,"['x', 'x', 'z', 'x']",0.01,normal,1,0,10000000,9870867,0.0,357,0,0.9870867,0.0,,1.8083517891589462e-05,0.0,,2992.3951023420013,1310.5149458489975
4,x,6,"['x', 'x', 'z', 'x']",0.05,m1,197,0,206000000,194122553,578.0,85722,0,0.9420334654822335,0.00040943888953427505,0.005746748666839613,0.00022072612725645345,6.371816288752687e-06,8.94327033867923e-05,463.7239977449936,24045.907333903437
4,x,6,"['x', 'x', 'z', 'x']",0.05,normal,197,0,206000000,191604572,467.0,80198,0,0.9297974142131981,0.000502840455792045,0.007057702120682542,0.0002147681177317845,7.498267167999662e-06,0.00010524319490101119,2377.5549384780024,32984.64751178505
4,x,6,"['x', 'x', 'z', 'x']",0.1,m1,197,0,206000000,182963890,2190.0,205412,0,0.8875896903553299,0.0007639859305815677,0.01072305352588231,0.0005666779512253325,1.3599270104597654e-05,0.00019087485175744678,615.0355697530031,24984.664526060384
4,x,6,"['x', 'x', 'z', 'x']",0.1,normal,197,0,206000000,178270771,1988.0,192901,0,0.8648074847715737,0.0009240532321185423,0.012969705163587131,0.0005587946597911056,1.5930014733560663e-05,0.00022358841153793634,2961.966947441997,33301.21817806786
4,x,6,"['x', 'x', 'z', 'x']",0.3,m1,196,0,196000000,137223009,17732.0,847153,0,0.7001173928571428,0.001804862914215123,0.025268080799011723,0.003204200254829091,6.003129000524936e-05,0.0008404380600734911,0.0,27066.688354636542
4,x,6,"['x', 'x', 'z', 'x']",0.3,normal,196,0,196000000,126966392,16712.0,787467,0,0.6477877142857142,0.002089498150534819,0.029252974107487468,0.0032186453748636024,6.733972835933927e-05,0.0009427561970307499,0.0,31090.24789145775
4,x,6,"['x', 'x', 'z', 'x']",0.5,m1,197,0,206000000,114515856,49806.0,1709087,0,0.554081285786802,0.0023464468963261386,0.03293395160535519,0.0077945634817423535,0.0001386372984261391,0.0019458672106377082,2425.199756948001,28438.244510263452
4,x,6,"['x', 'x', 'z', 'x']",0.5,normal,197,0,206000000,100652609,43777.0,1487718,0,0.48694111319796957,0.002588392533766172,0.0363298204515894,0.00786162037550695,0.00014952752103783535,0.0020987187688923203,2620.008548045,31290.991056237028
4,x,6,"['x', 'x', 'z', 'x']",0.8,m1,126,0,126000000,49554258,68596.0,1701099,0,0.3932877619047619,0.003224972456797429,0.03620022604535582,0.018401263360321846,0.0004104129007207399,0.00460687338482723,0.0,18695.291722138412
4,x,6,"['x', 'x', 'z', 'x']",0.8,normal,126,0,126000000,40236032,59935.0,1391208,0,0.31933358730158734,0.0032737034084520306,0.03674722962102471,0.018648182959971886,0.0004248216661493651,0.004768611375628155,0.0,17525.56818462815
4,x,6,"['x', 'x', 'z', 'x']",1.0,m1,61,0,70000000,22334460,59970.0,1208639,0,0.3132157229508197,0.004479719297812466,0.03498772619389259,0.029357535708126613,0.0007997099046920576,0.006245934023940484,2612.363160300003,8960.778562725543
4,x,6,"['x', 'x', 'z', 'x']",1.0,normal,61,0,70000000,17143032,40747.0,855573,0,0.23977835901639344,0.00437086782189629,0.03413756898939632,0.028088996185302497,0.0009213673585138994,0.007196109113224153,3227.8130256090008,8730.03745097447
4,x,7,"['z', 'x', 'z', 'x']",0.01,m1,1,0,10000000,9935781,0.0,1647,0,0.9935781,0.0,,8.288226159574169e-05,0.0,,87.50069686699135,17.219163592002587
4,x,7,"['z', 'x', 'z', 'x']",0.01,normal,1,0,10000000,9923587,0.0,460,0,0.9923587,0.0,,2.3177103198672012e-05,0.0,,2480.9421517220035,285.880716171996
4,x,7,"['z', 'x', 'z', 'x']",0.05,m1,1,0,10000000,9683447,80.0,8787,0,0.9683447,0.0,,0.0004619739231288197,0.0,,267.9058694580017,38.740738427004544
4,x,7,"['z', 'x', 'z', 'x']",0.05,normal,1,0,10000000,9622744,31.0,3786,0,0.9622744,0.0,,0.00019994296845057916,0.0,,3670.264587288002,-170.98964334500488
4,x,7,"['z', 'x', 'z', 'x']",0.1,m1,1,0,10000000,9378331,317.0,18660,0,0.9378331,0.0,,0.0010286478478953238,0.0,,285.9253700699919,210.32965812600744
4,x,7,"['z', 'x', 'z', 'x']",0.1,normal,1,0,10000000,9261226,146.0,10938,0,0.9261226,0.0,,0.000606291218894777,0.0,,4472.529466439002,-434.4061893920007
4,x,7,"['z', 'x', 'z', 'x']",0.5,m1,1,0,10000000,7293316,6877.0,130922,0,0.7293316,0.0,,0.00991839651538477,0.0,,724.8230744949979,639.9285404240072
4,x,7,"['z', 'x', 'z', 'x']",0.5,normal,1,0,10000000,6892794,4789.0,139826,0,0.6892794,0.0,,0.010837695134948179,0.0,,5024.738854087998,-1646.0586918089975
4,x,7,"['z', 'x', 'z', 'x']",1.0,m1,1,0,10000000,5385435,21962.0,284277,0,0.5385435,0.0,,0.030471168995633593,0.0,,1476.2864641150009,623.0820920449987
4,x,7,"['z', 'x', 'z', 'x']",1.0,normal,1,0,10000000,4891844,20944.0,346695,0,0.4891844,0.0,,0.03971743579721675,0.0,,4277.610350913001,-756.8555327230006
4,x,8,"['x', 'z', 'z', 'x']",0.01,m1,1,0,10000000,9890978,1866.0,61111,0,0.9890978,0.0,,0.003277886170609216,0.0,,534.3063849419996,180.51085459299796
4,x,8,"['x', 'z', 'z', 'x']",0.01,normal,1,0,10000000,9882222,1270.0,62494,0,0.9882222,0.0,,0.003290454312805359,0.0,,3203.3050641049995,471.5644645409993
4,x,8,"['x', 'z', 'z', 'x']",0.05,m1,1,0,10000000,9471254,9174.0,290257,0,0.9471254,0.0,,0.016291665285293796,0.0,,855.0784767839941,100.3132772470126
4,x,8,"['x', 'z', 'z', 'x']",0.05,normal,1,0,10000000,9426146,6405.0,295452,0,0.9426146,0.0,,0.016351433555134836,0.0,,4335.062211228003,502.1990077419978
4,x,8,"['x', 'z', 'z', 'x']",0.1,m1,1,0,10000000,8970123,17379.0,543332,0,0.8970123,0.0,,0.03222308099900079,0.0,,1068.296956420003,-72.27562374899571
4,x,8,"['x', 'z', 'z', 'x']",0.1,normal,1,0,10000000,8890258,13058.0,550904,0,0.8890258,0.0,,0.03245237652270609,0.0,,3070.343926010002,2171.0965421369983
4,x,8,"['x', 'z', 'z', 'x']",0.5,m1,1,0,10000000,5874853,59300.0,1622175,0,0.5874853,0.0,,0.14815477085128767,0.0,,2795.702444581999,-345.8223587669927
4,x,8,"['x', 'z', 'z', 'x']",0.5,normal,1,0,10000000,5692144,62477.0,1629894,0,0.5692144,0.0,,0.15414648680708007,0.0,,3440.5252730730026,1710.9799318579935
4,x,8,"['x', 'z', 'z', 'x']",1.0,m1,1,0,10000000,3543575,68650.0,1732240,0,0.3543575,0.0,,0.2637929209908073,0.0,,1824.1772899709977,633.815209761
4,x,8,"['x', 'z', 'z', 'x']",1.0,normal,1,0,10000000,3437972,84118.0,1754011,0,0.3437972,0.0,,0.2795611773452489,0.0,,2919.5093257160006,968.9687874249994
4,x,9,"['z', 'z', 'z', 'x']",0.01,m1,1,0,10000000,10000000,0.0,0,0,1.0,0.0,,0.0,0.0,,1.071838759991806,0.2755302900040988
4,x,9,"['z', 'z', 'z', 'x']",0.01,normal,1,0,10000000,10000000,0.0,0,0,1.0,0.0,,0.0,0.0,,44.49371144299948,12.152465047998705
4,x,9,"['z', 'z', 'z', 'x']",0.05,m1,197,0,206000000,206000000,0.0,2,0,1.0,0.0,0.0,5.076142131979695e-09,3.580206246941896e-09,5.0250589288250436e-08,2.2350599749916,123.95076499895367
4,x,9,"['z', 'z', 'z', 'x']",0.05,normal,197,0,206000000,206000000,2.0,116,0,1.0,0.0,0.0,2.885786802030457e-07,2.7389816763243717e-08,3.844343978858306e-07,242.06079727999892,6226.236174547885
4,x,9,"['z', 'z', 'z', 'x']",0.1,m1,197,0,206000000,206000000,0.0,53,0,1.0,0.0,0.0,1.2538071065989847e-07,1.7770344849878806e-08,2.4941867562087645e-07,3.9190649049996864,192.03405406906677
4,x,9,"['z', 'z', 'z', 'x']",0.1,normal,197,0,206000000,206000000,28.0,1912,0,1.0,0.0,0.0,4.784771573604061e-06,1.1549333809680488e-07,1.6210262476327603e-06,331.9944758810016,8898.499405529594
4,x,9,"['z', 'z', 'z', 'x']",0.3,m1,196,0,196000000,196000000,41.0,3587,0,1.0,0.0,0.0,9.35969387755102e-06,2.104598377802498e-07,2.9464377289234975e-06,0.0,431.5707995882258
4,x,9,"['z', 'z', 'z', 'x']",0.3,normal,196,0,196000000,196000000,4816.0,114929,0,1.0,0.0,0.0,0.0003177576530612245,3.2365235567902137e-06,4.531132979506299e-05,0.0,14314.139475272503
4,x,9,"['z', 'z', 'z', 'x']",0.5,m1,197,0,206000000,206000000,777.0,26113,0,1.0,0.0,0.0,6.763045685279189e-05,1.1496189701449913e-06,1.613567116589497e-05,4.52063814199937,601.446382793918
4,x,9,"['z', 'z', 'z', 'x']",0.5,normal,197,0,206000000,206000000,52125.0,715603,0,1.0,0.0,0.0,0.0020085664974619287,1.942640704181595e-05,0.00027266261613796694,890.0497587709979,18343.975670263462
4,x,9,"['z', 'z', 'z', 'x']",0.8,m1,126,0,126000000,126000000,4401.0,93726,0,1.0,0.0,0.0,0.00040685714285714283,6.972162009298136e-06,7.826232445162505e-05,0.0,471.25238409265876
4,x,9,"['z', 'z', 'z', 'x']",0.8,normal,126,0,126000000,126000000,243947.0,1989911,0,1.0,0.0,0.0,0.009832559523809525,0.00012484867648186894,0.001401422917762005,0.0,14398.469993597362
4,x,9,"['z', 'z', 'z', 'x']",1.0,m1,61,0,70000000,70000000,7287.0,119328,0,1.0,0.0,0.0,0.0009837000000000001,2.168399664228238e-05,0.00016935742774774694,18.19956493400241,276.5915169282307
4,x,9,"['z', 'z', 'z', 'x']",1.0,normal,61,0,70000000,70000000,340171.0,2122981,0,1.0,0.0,0.0,0.02059343360655738,0.00034582230083144073,0.0027009585129900535,958.4998906050004,7990.804607837015
4,x,10,"['x', 'x', 'x', 'z']",0.01,m1,1,0,10000000,9876485,2.0,896,0,0.9876485,0.0,,4.5562768535567056e-05,0.0,,840.7215297980001,-46.97984686400741
4,x,10,"['x', 'x', 'x', 'z']",0.01,normal,1,0,10000000,9854122,1.0,1226,0,0.9854122,0.0,,6.230895050822387e-05,0.0,,3277.978187664994,605.4360456320064
4,x,10,"['x', 'x', 'x', 'z']",0.05,m1,1,0,10000000,9399357,42.0,5015,0,0.9399357,0.0,,0.00027124195835949205,0.0,,1447.1182054319945,-523.6520032900007
4,x,10,"['x', 'x', 'x', 'z']",0.05,normal,1,0,10000000,9292672,44.0,6787,0,0.9292672,0.0,,0.0003699151331285555,0.0,,3628.013240977998,615.6051148160041
4,x,10,"['x', 'x', 'x', 'z']",0.1,m1,1,0,10000000,8839624,140.0,11377,0,0.8839624,0.0,,0.0006593606243885487,0.0,,1499.1569758419937,265.5038454269961
4,x,10,"['x', 'x', 'x', 'z']",0.1,normal,1,0,10000000,8637535,190.0,15555,0,0.8637535,0.0,,0.000922427521277772,0.0,,2368.7280221930014,3270.0613387159974
4,x,10,"['x', 'x', 'x', 'z']",0.5,m1,1,0,10000000,5472891,2752.0,78605,0,0.5472891,0.0,,0.0076841471902144584,0.0,,2616.588133809011,-642.5286248740158
4,x,10,"['x', 'x', 'x', 'z']",0.5,normal,1,0,10000000,4876387,4036.0,97304,0,0.4876387,0.0,,0.010804720790207997,0.0,,2452.786363744999,650.1605351690014
4,x,10,"['x', 'x', 'x', 'z']",1.0,m1,1,0,10000000,3102466,8474.0,141783,0,0.3102466,0.0,,0.025581424582896316,0.0,,1771.7375026650045,249.0446384909883
4,x,10,"['x', 'x', 'x', 'z']",1.0,normal,1,0,10000000,2462098,11175.0,156774,0,0.2462098,0.0,,0.0363762937137352,0.0,,2523.75442818,-251.52392380499987
4,x,11,"['z', 'x', 'x', 'z']",0.01,m1,1,0,10000000,9941685,3.0,918,0,0.9941685,0.0,,4.647099561090499e-05,0.0,,549.0203724550083,-3.2926827050105203
4,x,11,"['z', 'x', 'x', 'z']",0.01,normal,1,0,10000000,9923116,2.0,1539,0,0.9923116,0.0,,7.774775584604675e-05,0.0,,5418.911054625001,-2276.188501289005
4,x,11,"['z', 'x', 'x', 'z']",0.05,m1,1,0,10000000,9712168,60.0,6126,0,0.9712168,0.0,,0.00032155539319336324,0.0,,383.5912467129965,74.20310361500015
4,x,11,"['z', 'x', 'x', 'z']",0.05,normal,1,0,10000000,9620140,91.0,8934,0,0.962014,0.0,,0.00047379767862006165,0.0,,2655.8386327510016,1894.1134722599963
4,x,11,"['z', 'x', 'x', 'z']",0.1,m1,1,0,10000000,9434150,278.0,16007,0,0.943415,0.0,,0.0008778215313515261,0.0,,923.9555879310064,336.1557983299863
4,x,11,"['z', 'x', 'x', 'z']",0.1,normal,1,0,10000000,9258087,394.0,21764,0,0.9258087,0.0,,0.0012179621988862278,0.0,,3942.713421336001,366.8308418310007
4,x,11,"['z', 'x', 'x', 'z']",0.5,m1,1,0,10000000,7494965,7879.0,173532,0,0.7494965,0.0,,0.012627810803652852,0.0,,1238.4280689309962,138.03453064800124
4,x,11,"['z', 'x', 'x', 'z']",0.5,normal,1,0,10000000,6838780,11071.0,190244,0,0.683878,0.0,,0.015528062022758445,0.0,,3886.401149418001,660.4615328790023
4,x,11,"['z', 'x', 'x', 'z']",1.0,m1,1,0,10000000,5667577,31217.0,411642,0,0.5667577,0.0,,0.04182351646920721,0.0,,3490.4673454779986,-1317.661149249005
4,x,11,"['z', 'x', 'x', 'z']",1.0,normal,1,0,10000000,4759749,39105.0,399508,0,0.4759749,0.0,,0.0501831083950015,0.0,,2926.893950743999,445.66646958100137
4,x,12,"['x', 'z', 'x', 'z']",0.01,m1,1,0,10000000,9888751,842.0,49138,0,0.9888751,0.0,,0.0025696875166540244,0.0,,2232.968650009003,-537.5226080600114
4,x,12,"['x', 'z', 'x', 'z']",0.01,normal,1,0,10000000,9854535,516.0,60235,0,0.9854535,0.0,,0.003108568795990881,0.0,,3682.792066832,1411.135110891999
4,x,12,"['x', 'z', 'x', 'z']",0.05,m1,1,0,10000000,9456360,4320.0,231061,0,0.945636,0.0,,0.012674062747188136,0.0,,2584.803872752993,-912.0608647439948
4,x,12,"['x', 'z', 'x', 'z']",0.05,normal,1,0,10000000,9292143,2862.0,279822,0,0.9292143,0.0,,0.015364916359982838,0.0,,2781.4444859280047,358.5425188889931
4,x,12,"['x', 'z', 'x', 'z']",0.1,m1,1,0,10000000,8943803,8758.0,432580,0,0.8943803,0.0,,0.025162450469895188,0.0,,2001.4358177739923,-53.82370501899277
4,x,12,"['x', 'z', 'x', 'z']",0.1,normal,1,0,10000000,8635157,6604.0,514875,0,0.8635157,0.0,,0.030577498475129056,0.0,,2834.071835232997,262.27645309800573
4,x,12,"['x', 'z', 'x', 'z']",0.5,m1,1,0,10000000,5747256,39088.0,1267377,0,0.5747256,0.0,,0.11706047198871948,0.0,,3226.415449786,-1140.1770806669956
4,x,12,"['x', 'z', 'x', 'z']",0.5,normal,1,0,10000000,4874465,38364.0,1320494,0,0.4874465,0.0,,0.14332054902435445,0.0,,2427.972002925002,833.8903168309989
4,x,12,"['x', 'z', 'x', 'z']",1.0,m1,1,0,10000000,3337173,55732.0,1315870,0,0.3337173,0.0,,0.213853761851723,0.0,,4026.998958108008,-1468.5807768340092
4,x,12,"['x', 'z', 'x', 'z']",1.0,normal,1,0,10000000,2473235,53376.0,1178435,0,0.2473235,0.0,,0.25981902245439675,0.0,,3499.396765329,-1442.9893542640002
4,x,13,"['z', 'z', 'x', 'z']",0.01,m1,1,0,10000000,9729755,4.0,1283,0,0.9729755,0.0,,6.63428832483449e-05,0.0,,115.06593102100304,-21.91423197100812
4,x,13,"['z', 'z', 'x', 'z']",0.01,normal,1,0,10000000,9969629,0.0,259,0,0.9969629,0.0,,1.298945025938277e-05,0.0,,3747.112931599004,252.27557649099617
4,x,13,"['z', 'z', 'x', 'z']",0.05,m1,1,0,10000000,8735334,260.0,26623,0,0.8735334,0.0,,0.0015536326372866797,0.0,,158.97699205900426,19.22979188899626
4,x,13,"['z', 'z', 'x', 'z']",0.05,normal,1,0,10000000,9849777,38.0,6557,0,0.9849777,0.0,,0.0003367081305495546,0.0,,3205.640164648001,332.316521034998
4,x,13,"['z', 'z', 'x', 'z']",0.1,m1,1,0,10000000,7670122,1876.0,87814,0,0.7670122,0.0,,0.005969005447370981,0.0,,431.87948784699256,165.24475478600652
4,x,13,"['z', 'z', 'x', 'z']",0.1,normal,1,0,10000000,9701632,368.0,24841,0,0.9701632,0.0,,0.001318180281420693,0.0,,2475.2443152119995,1882.9281695930003
4,x,13,"['z', 'z', 'x', 'z']",0.5,m1,1,0,10000000,3735724,62204.0,538104,0,0.3735724,0.0,,0.08867250364320277,0.0,,719.8538476169924,337.5485441619967
4,x,13,"['z', 'z', 'x', 'z']",0.5,normal,1,0,10000000,8605684,29948.0,408021,0,0.8605684,0.0,,0.027186508358893958,0.0,,2643.629455309001,1335.0991721819992
4,x,13,"['z', 'z', 'x', 'z']",1.0,m1,1,0,10000000,2816354,166520.0,702591,0,0.2816354,0.0,,0.183860232058896,0.0,,1285.2871458160007,44.48282369899971
4,x,13,"['z', 'z', 'x', 'z']",1.0,normal,1,0,10000000,7418355,151718.0,983014,0,0.7418355,0.0,,0.08670722821973335,0.0,,2346.333603082001,905.2971955230004
4,x,14,"['x', 'x', 'z', 'z']",0.01,m1,1,0,10000000,9894667,484.0,51944,0,0.9894667,0.0,,0.0026737635536395513,0.0,,1895.1314993949927,-183.68029397899227
4,x,14,"['x', 'x', 'z', 'z']",0.01,normal,1,0,10000000,9881042,1566.0,65367,0,0.9881042,0.0,,0.0034661830199689465,0.0,,3855.707905882002,-2096.8054955519983
4,x,14,"['x', 'x', 'z', 'z']",0.05,m1,1,0,10000000,9483037,3098.0,245263,0,0.9483037,0.0,,0.013258358055546973,0.0,,2018.787984680006,-328.9785758789949
4,x,14,"['x', 'x', 'z', 'z']",0.05,normal,1,0,10000000,9421008,8328.0,305599,0,0.9421008,0.0,,0.017103000018681654,0.0,,2464.027744480998,-584.3109859750039
4,x,14,"['x', 'x', 'z', 'z']",0.1,m1,1,0,10000000,8993238,7305.0,457664,0,0.8993238,0.0,,0.0262571723332575,0.0,,2188.794220226002,-606.3589233490056
4,x,14,"['x', 'x', 'z', 'z']",0.1,normal,1,0,10000000,8876600,17436.0,563845,0,0.88766,0.0,,0.033724455309465336,0.0,,2643.6729535060003,-719.5992536890008
4,x,14,"['x', 'x', 'z', 'z']",0.5,m1,1,0,10000000,5887891,54351.0,1309236,0,0.5887891,0.0,,0.12041136631095922,0.0,,2670.944143668996,-1228.3497028899874
4,x,14,"['x', 'x', 'z', 'z']",0.5,normal,1,0,10000000,5531285,88484.0,1488969,0,0.5531285,0.0,,0.15059222224130558,0.0,,2086.024576951,127.60179373999564
4,x,14,"['x', 'x', 'z', 'z']",1.0,m1,1,0,10000000,3472446,91916.0,1318124,0,0.3472446,0.0,,0.2162677259775962,0.0,,1942.556238891004,-290.6045557690086
4,x,14,"['x', 'x', 'z', 'z']",1.0,normal,1,0,10000000,3083223,122834.0,1366604,0,0.3083223,0.0,,0.2614588695011681,0.0,,3192.502419034001,-1872.6522294319984
4,x,15,"['z', 'x', 'z', 'z']",0.01,m1,1,0,10000000,9929532,180.0,55000,0,0.9929532,0.0,,0.002787643969524445,0.0,,247.96835737999936,132.59289736299252
4,x,15,"['z', 'x', 'z', 'z']",0.01,normal,1,0,10000000,9940708,125.0,70030,0,0.9940708,0.0,,0.003534959481759247,0.0,,2710.5212125100006,-651.177025199002
4,x,15,"['z', 'x', 'z', 'z']",0.05,m1,1,0,10000000,9650234,2251.0,259730,0,0.9650234,0.0,,0.013690445226509534,0.0,,607.2566747529927,-245.0273562539951
4,x,15,"['z', 'x', 'z', 'z']",0.05,normal,1,0,10000000,9707137,2935.0,332018,0,0.9707137,0.0,,0.01740410174493262,0.0,,2255.766875001995,-317.4190798589916
