n,lstate,i,p_error,sim_type,comp_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,z,6,0.1,m1,na,13000000,0.9643622307692308,0.004029297901463229,0.00741216336114547,0.00032757612643071355,13,4.063003809832074e-05,7.474167637119939e-05,0.9640466538461538,0.004052911046939899,0.007455601323794003,1,1,40,24,32,1.0,0.0,12536709,89.0,8027,0,0,0,2176.9275364431087
4,z,6,0.3,m1,init,13000000,0.8995007692307693,0.008194505285693545,0.015074341318688143,0.0014102167188301473,13,0.00016008069917649412,0.00029447916790457934,0.8982337307692307,0.008234206264851558,0.01514737392891281,1,1,40,24,32,1.0,0.0,11693510,646.0,31651,0,0,0,2943.1628169452306
4,z,6,0.3,m1,na,13000000,0.8969066153846155,0.009491282105479847,0.017459849133266023,0.001561280593146295,13,0.00017271473384731763,0.0003177203208748059,0.8955088076923077,0.009552189075745616,0.01757189158445295,1,1,40,24,32,1.0,0.0,11659786,745.0,34853,0,0,0,2800.0147292140173
4,z,6,0.5,m1,init,13000000,0.8368438461538462,0.008724616455577603,0.016049516321092822,0.0027006806455084484,13,0.00023073005905589847,0.00042444339730452873,0.8345833076923076,0.008687830141683398,0.01598184543283728,1,1,40,24,32,1.0,0.0,10878970,1454.0,55866,0,0,0,2912.9455761170248
4,z,6,0.5,m1,na,13000000,0.8380192307692307,0.009587874385599689,0.017637537102034424,0.003189784230433935,13,0.0004080159826627766,0.0007505727279078913,0.8353473461538462,0.00959818247547312,0.017656499523764396,1,1,40,24,32,1.0,0.0,10894250,1955.0,65559,0,0,0,2669.007947874139
4,z,6,0.8,m1,init,13000000,0.7582347692307692,0.01051682405725361,0.019346402241561797,0.007049525017539674,13,0.0014211145446767777,0.002614235387316215,0.7529163076923078,0.0110757177746041,0.020374524667807647,1,1,40,24,32,1.0,0.0,9857052,5180.0,127920,0,0,0,3015.14139445615
4,z,6,0.8,m1,na,13000000,0.7564951538461538,0.016706446003724958,0.03073262637612285,0.007048183672026993,13,0.0009702259112869084,0.00178479554690241,0.7511684999999999,0.016679356700137305,0.03068279378780556,1,1,40,24,32,1.0,0.0,9834437,4934.0,128625,0,0,0,3187.620109727024
4,z,6,1.0,m1,init,13000000,0.68631,0.02226351490392639,0.040955226815389455,0.012089330785754995,13,0.001922865036074798,0.003537239022124795,0.6780382692307693,0.02229271435650102,0.04100894116410033,1,1,40,24,32,1.0,0.0,8922030,9807.0,195451,0,0,0,3336.0610606966075
4,z,6,1.0,m1,na,13000000,0.7018345384615384,0.023345808269835278,0.042946177951042004,0.01041165351756033,13,0.0016494505516947361,0.0030342747655498657,0.6945821923076922,0.023623407762164223,0.043456840810039345,1,1,40,24,32,1.0,0.0,9123849,8172.0,172217,0,0,0,3111.2706011350965
4,z,7,0.1,m1,init,12000000,0.9358193333333333,0.003140499744900047,0.005550515427881612,0.0003906564749393145,12,7.91888317733678e-05,0.0001399582449219364,0.9354536666666666,0.0031313691487835672,0.005534378023415149,0,2,56,24,48,1.0,0.0,11229832,44.0,8688,0,0,0,2246.4016506929183
4,z,7,0.1,m1,na,13000000,0.9354116923076923,0.0035919057634901915,0.006607551228009445,0.000498407579999833,13,0.00011898165379177069,0.000218874721217211,0.9349462692307693,0.0036573122086550293,0.006727870764635796,0,2,56,24,48,1.0,0.0,12160352,96.0,11909,0,0,0,2289.4315146122826
4,z,7,0.3,m1,init,13000000,0.8167405384615385,0.007776534181577408,0.014305455478099865,0.0019543503818163885,13,0.000340058452104678,0.0006255602988358835,0.8151431153846154,0.0077256070683537105,0.014211771642365475,0,2,56,24,48,1.0,0.0,10617627,756.0,40021,0,0,0,3342.4674664859194
4,z,7,0.3,m1,na,13000000,0.8141609230769231,0.009817804115710626,0.018060508240640843,0.0018565594682895782,13,0.00042209520083459363,0.000776472392722652,0.8126552692307693,0.009954898409433215,0.018312702376146104,0,2,56,24,48,1.0,0.0,10584092,705.0,37737,0,0,0,2889.792016901076
4,z,7,0.5,m1,init,13000000,0.7068092307692309,0.014584512330554291,0.026829187262984847,0.0038519383375312773,13,0.000486387208114318,0.0008947418462173204,0.7040805384615385,0.014434015407648416,0.026552338093425314,0,2,56,24,48,1.0,0.0,9188520,1787.0,67372,0,0,0,3061.9351737672696
4,z,7,0.5,m1,na,13000000,0.7119573076923077,0.010374437975556355,0.01908447350764758,0.0030266441354925545,13,0.000606522603368467,0.0011157389521290386,0.7098091153846154,0.010495686998811584,0.01930751920685506,0,2,56,24,48,1.0,0.0,9255445,1407.0,53039,0,0,0,3210.7475315019256
4,z,7,0.8,m1,init,13000000,0.5981063076923078,0.011696638131872264,0.02151674925255754,0.008664466052115268,13,0.0010096452547770055,0.0018573100694527535,0.5929095384615385,0.01137088860674963,0.020917511183278097,0,2,56,24,48,1.0,0.0,7775382,5088.0,124940,0,0,0,3371.9630556947086
4,z,7,0.8,m1,na,13000000,0.5972714615384616,0.01800913997881305,0.03312901919419332,0.00891168943976752,13,0.0015851955884117353,0.002916073456968276,0.5919913076923077,0.01829993353636927,0.0336639534198788,0,2,56,24,48,1.0,0.0,7764529,5340.0,126604,0,0,0,3044.4065505197505
4,z,7,1.0,m1,init,13000000,0.5292905384615385,0.016492653268717072,0.030339340320820495,0.010343411060536635,13,0.0014339174713457897,0.0026377872284290356,0.5238173461538461,0.01634900430252487,0.03007508842629326,0,2,56,24,48,1.0,0.0,6880777,5763.0,130777,0,0,0,2909.6824952390743
4,z,7,1.0,m1,na,13000000,0.5367231538461539,0.018094610493615607,0.03328624793075502,0.013559338573690582,13,0.001077904365069006,0.0019828772746442636,0.5294758076923076,0.018150927105890276,0.033389846110967646,0,2,56,24,48,1.0,0.0,6977401,8887.0,170657,0,0,0,2844.94464993407
4,z,8,0.1,m1,init,13000000,1.0,0.0,0.0,0.0,13,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,13000000,0.0,0,0,0,0,10.479728687787428
4,z,8,0.1,m1,na,13000000,1.0,0.0,0.0,0.0,13,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,13000000,0.0,0,0,0,0,10.698274059221148
4,z,8,0.3,m1,init,13000000,1.0,0.0,0.0,3.846153846153846e-08,13,7.538461538461539e-08,1.386750490563073e-07,0.9999999615384615,7.538461537422906e-08,1.3867504903720093e-07,3,-1,8,8,0,1.0,0.0,13000000,0.0,1,0,0,0,12.980153718730435
4,z,8,0.3,m1,na,13000000,1.0,0.0,0.0,0.0,13,0.0,0.0,1.0,0.0,0.0,3,-1,8,8,0,1.0,0.0,13000000,0.0,0,0,0,0,13.063713501091115
4,z,8,0.5,m1,init,13000000,1.0,0.0,0.0,2.3076923076923078e-07,13,2.3838708515115474e-07,4.3852900965351456e-07,0.9999997692307693,2.3838708514409517e-07,4.38529009640528e-07,3,-1,8,8,0,1.0,0.0,13000000,0.0,6,0,0,0,19.075283737969585
4,z,8,0.5,m1,na,13000000,1.0,0.0,0.0,7.692307692307692e-08,13,1.0207125175055438e-07,1.8776690404970271e-07,0.9999999230769231,1.0207125171070958e-07,1.877669039764055e-07,3,-1,8,8,0,1.0,0.0,13000000,0.0,2,0,0,0,17.277739608311094
4,z,8,0.8,m1,init,13000000,1.0,0.0,0.0,1.7692307692307693e-06,13,5.158937401101244e-07,9.490210880907892e-07,0.9999982307692309,5.158937401068973e-07,9.490210880848527e-07,3,-1,8,8,0,1.0,0.0,13000000,0.0,46,0,0,0,21.644444198929705
4,z,8,0.8,m1,na,13000000,1.0,0.0,0.0,1.6153846153846152e-06,13,3.705877840942968e-07,6.817210498023292e-07,0.9999983846153846,3.705877840779379e-07,6.817210497722359e-07,3,-1,8,8,0,1.0,0.0,13000000,0.0,42,0,0,0,20.014713157201186
4,z,8,1.0,m1,init,13000000,1.0,0.0,0.0,4.5e-06,13,9.862620445463877e-07,1.8142950880897704e-06,0.9999955,9.862620445389899e-07,1.8142950880761615e-06,3,-1,8,8,0,1.0,0.0,13000000,0.0,117,0,0,0,25.232535637100227
4,z,8,1.0,m1,na,13000000,1.0,0.0,0.0,4.576923076923077e-06,13,8.512121534479609e-07,1.5658617681401756e-06,0.999995423076923,8.512121534442718e-07,1.5658617681333892e-06,3,-1,8,8,0,1.0,0.0,13000000,1.0,117,0,0,0,20.304949291981757
4,z,9,0.1,m1,init,13000000,0.9342663076923077,0.0036398432329145824,0.006695735413736807,0.013247143597057651,13,0.0015819203707560184,0.0029100484747254227,0.9218924230769231,0.004068684778513283,0.007484618159504839,0,2,56,40,48,1.0,0.0,12145462,11535.0,298651,0,0,0,1864.0693904700456
4,z,9,0.1,m1,na,13000000,0.9335976923076923,0.002163206847131384,0.00397936388100357,0.014036707360518744,13,0.0010645001564209863,0.001958219335058828,0.9204947692307692,0.002557651009029041,0.004704970335610417,0,2,56,40,48,1.0,0.0,12136770,14135.0,312406,0,0,0,1805.5409273989499
4,z,9,0.3,m1,init,13000000,0.8211094615384614,0.008976298010606091,0.016512501398513093,0.03877003125434919,13,0.004025881907180422,0.007405879410868249,0.789342923076923,0.010922599166670986,0.020092852733047183,0,2,56,40,48,1.0,0.0,10674423,37842.0,750246,0,0,0,2592.523550181184
4,z,9,0.3,m1,na,13000000,0.819143,0.009325177319365028,0.01715428825396145,0.041060348114737015,13,0.003304250510010613,0.006078390122868012,0.7855152307692308,0.009514565314775581,0.017502680156211495,0,2,56,40,48,1.0,0.0,10648859,35885.0,802552,0,0,0,2631.73027097492
4,z,9,0.5,m1,init,13000000,0.7180995384615384,0.01808332203293242,0.033265482051257934,0.06519341161556332,13,0.005235727190448238,0.00963147084158272,0.6713576923076924,0.018182977310182025,0.03344880460839774,0,2,56,40,48,1.0,0.0,9335294,52935.0,1109418,0,0,0,2987.5974571191473
4,z,9,0.5,m1,na,13000000,0.7188493846153846,0.013393506558468948,0.024638252374909703,0.0658826681884128,13,0.005493269876960843,0.010105237862930652,0.6715265,0.013714732335495746,0.02522916870657852,0,2,56,40,48,1.0,0.0,9345042,51903.0,1126589,0,0,0,2771.154409359675
4,z,9,0.8,m1,init,13000000,0.5956598461538462,0.010052100784818866,0.018491512656018484,0.10709139733056763,13,0.007988040927337963,0.014694536303072419,0.5319738461538461,0.011795897036930646,0.021699342656503664,0,2,56,40,48,1.0,0.0,7743578,67351.0,1521134,0,0,0,2648.3418939558323
4,z,9,0.8,m1,na,13000000,0.5896564615384615,0.01116852774233439,0.020545254819606482,0.10583268091415056,13,0.0060133064769472356,0.011061880019241313,0.5273175769230769,0.01165386746987753,0.021438069755155723,0,2,56,40,48,1.0,0.0,7665534,78428.0,1463955,0,0,0,2546.343735423987
4,z,9,1.0,m1,init,13000000,0.5152229230769231,0.018238442393696562,0.033550836344423025,0.13672267036759947,13,0.012915148862224208,0.023758281353571317,0.4450438076923077,0.01903084024821934,0.035008505270468705,0,2,56,40,48,1.0,0.0,6697898,73717.0,1677223,0,0,0,2476.9846862149425
4,z,9,1.0,m1,na,13000000,0.5310093076923077,0.010454929998229865,0.019232543974492047,0.13125719809377503,13,0.006219661354415949,0.011441483637432913,0.4613061153846154,0.009578693602697926,0.017620648436982786,0,2,56,40,48,1.0,0.0,6903121,87238.0,1637807,0,0,0,2729.2681490925606
4,z,10,0.1,m1,init,13000000,0.9635038461538462,0.003581458069333233,0.006588331994849609,0.000515691569124148,13,7.855400118082368e-05,0.00014450534650526454,0.9630071153846154,0.003592416721945669,0.006608491170310903,1,1,40,24,32,1.0,0.0,12525550,125.0,12665,0,0,0,439.7830717046745
4,z,10,0.1,m1,na,13000000,0.9655982307692308,0.0023764647234047883,0.004371666027840465,0.0004722065994817795,13,6.74622228399074e-05,0.00012410127735003264,0.965142576923077,0.0024157754314671075,0.0044439807082453054,1,1,40,24,32,1.0,0.0,12552777,114.0,11619,0,0,0,395.757575913216
4,z,10,0.3,m1,init,13000000,0.891552,0.008080070926507697,0.01486383165046394,0.0016754186055186542,13,0.00012678933668392858,0.0002332374768346795,0.8900594615384615,0.008109008333513131,0.014917063948799176,1,1,40,24,32,1.0,0.0,11590176,841.0,37124,0,0,0,749.6848725590389
4,z,10,0.3,m1,na,13000000,0.8893221538461538,0.010285946260976916,0.018921687071744575,0.002054172000888068,13,0.00023569671524295333,0.000433579894013726,0.8874976153846154,0.010329986708844533,0.019002702425306356,1,1,40,24,32,1.0,0.0,11561188,1184.0,45070,0,0,0,804.1460086451843
4,z,10,0.5,m1,init,13000000,0.8406711538461539,0.008089809639462507,0.014881746665216796,0.0034249847446564904,13,0.000357257086205452,0.0006571983381819468,0.8377968461538461,0.008222720673756517,0.015126245414819859,1,1,40,24,32,1.0,0.0,10928725,2294.0,70144,0,0,0,1019.913028780371
4,z,10,0.5,m1,na,13000000,0.8391943076923076,0.009619887426756934,0.017696427235389518,0.0032401594899174276,13,0.00036070965481672576,0.000663549569386031,0.8364788076923078,0.00968788777596867,0.01782151843224277,1,1,40,24,32,1.0,0.0,10909526,2317.0,65969,0,0,0,991.3582390910015
4,z,10,0.8,m1,init,13000000,0.720780923076923,0.08474828261585414,0.15590014208110994,0.007498342567792332,13,0.0020615693371519726,0.003792394873992728,0.7159018461538462,0.08464776769128309,0.15571523814514548,1,1,40,24,32,1.0,0.0,9370152,5062.0,116732,0,0,0,1244.6794456928037
4,z,10,0.8,m1,na,13000000,0.753773923076923,0.013442002416986083,0.024727463754772548,0.007388803421005758,13,0.0009455042415951325,0.001739318379714256,0.7482216538461538,0.013673122246962908,0.02515262416179192,1,1,40,24,32,1.0,0.0,9799061,6316.0,131727,0,0,0,1270.4610775774345
4,z,10,1.0,m1,init,13000000,0.7071388461538461,0.023816545405791457,0.0438121304413252,0.010667741987850877,13,0.001351796999495992,0.0024867211202556977,0.6996677307692308,0.02422047698643628,0.044555189638158944,1,1,40,24,32,1.0,0.0,9192805,8900.0,176449,0,0,0,1266.1347406150308
4,z,10,1.0,m1,na,13000000,0.7043606153846154,0.019065931708963726,0.03507305836283851,0.010179381797441843,13,0.001256063763320007,0.0023106134203584434,0.697225923076923,0.019289007752760493,0.03548342168642876,1,1,40,24,32,1.0,0.0,9156688,8760.0,167982,0,0,0,1423.0733814511914
4,z,11,0.1,m1,init,13000000,0.9349029230769231,0.004142331473577152,0.0076200961877299625,0.0003360354432080437,13,5.4755695612133324e-05,0.00010072676946594145,0.9345886923076924,0.004136269759121094,0.0076089452579909105,0,2,56,24,48,1.0,0.0,12153738,69.0,8032,0,0,0,1680.4856401290745
4,z,11,0.1,m1,na,13000000,0.934436076923077,0.0023076232846501623,0.00424502759043918,0.00032114002174602504,13,4.777333683269115e-05,8.78822528317757e-05,0.934136076923077,0.002318331287661844,0.004264725679172058,0,2,56,24,48,1.0,0.0,12147669,48.0,7704,0,0,0,1649.4609076350462
4,z,11,0.3,m1,init,13000000,0.8105613076923077,0.009128418030705649,0.016792336364071035,0.001258749640581263,13,0.00024171385338956725,0.00044464882264595403,0.8095416153846154,0.009136994885299926,0.01680811406255158,0,2,56,24,48,1.0,0.0,10537297,353.0,25806,0,0,0,2491.737243517884
4,z,11,0.3,m1,na,13000000,0.8173364615384616,0.011460501647579181,0.021082360373921562,0.0012423382931463596,13,0.0002525529186404502,0.00046458800914603483,0.8163244615384616,0.011524252058801941,0.021199633525194817,0,2,56,24,48,1.0,0.0,10625374,423.0,25466,0,0,0,2541.3068896298064
4,z,11,0.5,m1,init,13000000,0.6942732307692308,0.029073568831789603,0.05348277713456586,0.0030498767966512727,13,0.0007508449497792662,0.001381229574669555,0.6921613076923077,0.029030967053461604,0.053404408309980375,0,2,56,24,48,1.0,0.0,9025552,1115.0,52680,0,0,0,2631.2811043190304
4,z,11,0.5,m1,na,13000000,0.714244923076923,0.016372854973397924,0.030118963332817245,0.0023574295552796364,13,0.000401339766340067,0.0007382913808274735,0.7125698461538461,0.01645467875096375,0.030269483651983443,0,2,56,24,48,1.0,0.0,9285184,964.0,41624,0,0,0,2768.7099979527993
4,z,11,0.8,m1,init,13000000,0.5859509230769231,0.016554935272155385,0.030453912237624302,0.0061886898786953455,13,0.0011945916172550535,0.0021975312904349733,0.5823330384615384,0.01656410125614939,0.030470773679093927,0,2,56,24,48,1.0,0.0,7617362,2768.0,88529,0,0,0,2751.0874012249988
4,z,11,0.8,m1,na,13000000,0.5741008461538462,0.01083151868537193,0.019925304087374893,0.004376569216298148,13,0.0004059551928931428,0.0007467817671005616,0.5715929230769231,0.010862600120018166,0.01998248046815652,0,2,56,24,48,1.0,0.0,7463311,1869.0,61468,0,0,0,2322.3349713491043
4,z,11,1.0,m1,init,13000000,0.515839076923077,0.03018138163226348,0.05552067297932296,0.00885759840774354,13,0.0013862422448770425,0.0025500854561829,0.5112410384615385,0.029801699122493093,0.054822221572499504,0,2,56,24,48,1.0,0.0,6705908,3843.0,111863,0,0,0,2648.6248100339435
4,z,11,1.0,m1,na,13000000,0.5000558461538461,0.020441336471604947,0.037603207544583565,0.00786202395738905,13,0.0010273497553937082,0.0018898786841364294,0.49613057692307694,0.020358249623799608,0.03745036372311477,0,2,56,24,48,1.0,0.0,6500726,3631.0,94795,0,0,0,2550.1763336478034
4,z,12,0.1,m1,init,13000000,0.9789203846153847,0.005076795746715017,0.009339105806040044,3.892651569147311e-08,13,7.62959707552873e-08,1.4035154830075987e-07,0.9789203461538462,0.005076773592921695,0.009339065052653426,2,0,24,8,16,1.0,0.0,12725965,0.0,1,0,0,0,31.758672783966176
4,z,12,0.1,m1,na,13000000,0.9824416153846154,0.0035935613499755146,0.006610596790235873,0.0,13,0.0,0.0,0.9824416153846154,0.0035935613499755146,0.006610596790235873,2,0,24,8,16,1.0,0.0,12771741,0.0,0,0,0,0,29.492738272994757
4,z,12,0.3,m1,init,13000000,0.9327236923076924,0.012550132824527417,0.023086809904447607,3.2392878907317514e-07,13,3.3852165424498084e-07,6.227332562424338e-07,0.9327233846153846,0.012549994776247844,0.023086555955391233,2,0,24,8,16,1.0,0.0,12125408,0.0,8,0,0,0,43.514977922081016
4,z,12,0.3,m1,na,13000000,0.9465378461538462,0.009826231205482714,0.018076010436700127,4.887480447336167e-07,13,3.4351366921072793e-07,6.319164021234974e-07,0.9465373846153846,0.009826261150204452,0.018076065522021383,2,0,24,8,16,1.0,0.0,12304992,0.0,12,0,0,0,43.64261464611627
4,z,12,0.5,m1,init,13000000,0.9174974615384616,0.012364165388710865,0.022744710350670494,1.6687580385332518e-06,13,8.90660239558918e-07,1.6384291646666933e-06,0.917495923076923,0.01236397362706243,0.022744357592274524,2,0,24,8,16,1.0,0.0,11927467,0.0,40,0,0,0,61.411069156834856
4,z,12,0.5,m1,na,13000000,0.9103593846153846,0.017317920886234715,0.031857475377422464,2.424624965853465e-06,13,1.4671812837961516e-06,2.698978239351075e-06,0.9103571538461538,0.017317488210702447,0.03185667944180143,2,0,24,8,16,1.0,0.0,11834672,1.0,56,0,0,0,65.42249894118868
4,z,12,0.8,m1,init,13000000,0.8917493076923078,0.01629451936466762,0.029974859733852045,8.60274384989238e-06,13,3.127816203368963e-06,5.753827398711171e-06,0.8917416538461538,0.016294642783500794,0.02997508677106192,2,0,24,8,16,1.0,0.0,11592741,5.0,189,0,0,0,115.62805090437178
4,z,12,0.8,m1,na,13000000,0.8674253846153847,0.02356867693635155,0.04335615979023522,1.3758290174371774e-05,13,7.368442556571495e-06,1.3554743601035455e-05,0.8674132307692308,0.023565812343088084,0.04335089017906442,2,0,24,8,16,1.0,0.0,11276530,12.0,292,0,0,0,113.02617679105606
4,z,12,1.0,m1,init,13000000,0.8468067692307693,0.026126496643641348,0.04806144045759525,1.2813154375069528e-05,13,3.3521551141156546e-06,6.1665138506392e-06,0.8467958076923078,0.026125127441392407,0.04805892171835288,2,0,24,8,16,1.0,0.0,11008488,5.0,275,0,0,0,121.51067585404962
4,z,12,1.0,m1,na,13000000,0.8155693846153846,0.033065111847501306,0.06082548785465194,1.8156304761864603e-05,13,6.939269986454857e-06,1.2765251913495554e-05,0.8155546538461539,0.033065280258299565,0.06082579765759502,2,0,24,8,16,1.0,0.0,10602402,13.0,357,0,0,0,147.45641669933684
4,z,13,0.1,m1,init,13000000,0.9373707692307692,0.002690795761323521,0.004949899025129141,3.6729403504541486e-05,13,7.571942182836261e-06,1.392909479340044e-05,0.9373363461538461,0.002691389185407899,0.004950990668478284,0,2,56,24,48,1.0,0.0,12185820,0.0,895,0,0,0,402.75208154297434
4,z,13,0.1,m1,na,13000000,0.9366086153846154,0.0034925496227955,0.00642477895259775,2.7252789732603496e-05,13,4.4782615702708965e-06,8.238062100281428e-06,0.9365831153846155,0.0034946161380383423,0.0064285804457965235,0,2,56,24,48,1.0,0.0,12175912,4.0,655,0,0,0,407.42956256400794
4,z,13,0.3,m1,init,13000000,0.8198870769230768,0.009893586471986264,0.018199914960705787,0.00028825778542339504,13,5.2617576166937526e-05,9.679355554108428e-05,0.8196507307692307,0.009890458059679261,0.01819416003673452,0,2,56,24,48,1.0,0.0,10658532,44.0,6057,0,0,0,798.4606514959596
4,z,13,0.3,m1,na,13000000,0.8177903076923076,0.00820094711023745,0.015086191486392526,0.00021505298870515174,13,3.0669541126153544e-05,5.641867506392764e-05,0.8176144615384615,0.008199836593385966,0.015084148616264824,0,2,56,24,48,1.0,0.0,10631274,38.0,4496,0,0,0,810.252042528009
4,z,13,0.5,m1,init,13000000,0.7168222307692308,0.015059929330111974,0.02770374867580753,0.0009192149436198134,13,0.0003157809905901421,0.0005809002823416166,0.7161691923076923,0.015127054582944385,0.027827230074259444,0,2,56,24,48,1.0,0.0,9318689,161.0,16657,0,0,0,1038.0919483840698
4,z,13,0.5,m1,na,13000000,0.7170845384615384,0.016751778949741926,0.03081601936659837,0.0007643206623254505,13,0.0001365850850642972,0.00025125741207292565,0.7165349615384616,0.016720124404073326,0.030757788709705688,0,2,56,24,48,1.0,0.0,9322099,198.0,13893,0,0,0,1113.5383170120185
4,z,13,0.8,m1,init,13000000,0.5768565384615385,0.011016860488411353,0.020266252747755297,0.002068835524790938,13,0.000501022523410401,0.0009216644889380397,0.575669,0.011097667844684467,0.020414903291876417,0,2,56,24,48,1.0,0.0,7499135,505.0,29866,0,0,0,1622.8369711791165
4,z,13,0.8,m1,na,13000000,0.5723612307692307,0.012118984751661448,0.022293684147286514,0.0018577381507965918,13,0.0002367963961124124,0.0004356028306267268,0.5713028076923077,0.012169014518425092,0.022385717254105812,0,2,56,24,48,1.0,0.0,7440696,492.0,26535,0,0,0,1421.4846846718574
4,z,13,1.0,m1,init,13000000,0.5011163846153847,0.011220494206196946,0.02064085061045393,0.0033723526446341992,13,0.0006417750438337751,0.0011805881774774618,0.4994355,0.011316212907370261,0.02081693157224026,0,2,56,24,48,1.0,0.0,6514513,755.0,42193,0,0,0,1679.5329605774023
4,z,13,1.0,m1,na,13000000,0.5123215384615385,0.027313440267776327,0.050244902752444094,0.0028420903116961275,13,0.000523916699301319,0.0009637798588789561,0.5108766538461539,0.027304972699070902,0.05022932609267576,0,2,56,24,48,1.0,0.0,6660180,735.0,36097,0,0,0,1628.9660368396435
4,z,14,0.1,m1,init,13000000,0.9674650769230768,0.0022735836174510105,0.004182409342742103,3.963803497771193e-08,13,7.769054855631538e-08,1.4291696757077545e-07,0.9674650384615385,0.002273568162941068,0.004182380913135963,1,1,40,8,32,1.0,0.0,12577046,0.0,1,0,0,0,42.74659017799422
4,z,14,0.1,m1,na,13000000,0.9655961538461538,0.0027448471101697933,0.005049330101544052,0.0,13,0.0,0.0,0.9655961538461538,0.0027448471101697933,0.005049330101544052,1,1,40,8,32,1.0,0.0,12552750,0.0,0,0,0,0,48.10438254510518
4,z,14,0.3,m1,init,13000000,0.9000604615384616,0.012680381269102092,0.023326410641928943,4.2272952395413755e-08,13,8.285498669501097e-08,1.5241729742691257e-07,0.9000604230769231,0.012680371775201477,0.023326393177262882,1,1,40,8,32,1.0,0.0,11700786,0.0,1,0,0,0,82.92770970705897
4,z,14,0.3,m1,na,13000000,0.9003537692307693,0.008538247768467561,0.01570667863868662,8.626927694148581e-08,13,1.1452227356885005e-07,2.1067139262000163e-07,0.9003536923076924,0.008538270959881349,0.01570672130084558,1,1,40,8,32,1.0,0.0,11704599,0.0,2,0,0,0,80.44928842701484
4,z,14,0.5,m1,init,13000000,0.8466510769230768,0.00784010402210576,0.014422396457486622,6.349335406586422e-07,13,5.600212159354764e-07,1.03019653540972e-06,0.8466505384615384,0.007840071869840697,0.014422337311241566,1,1,40,8,32,1.0,0.0,11006464,0.0,14,0,0,0,114.77776939608157
4,z,14,0.5,m1,na,13000000,0.8278241538461538,0.016453998933988193,0.030268233083124613,6.206412382578173e-07,13,5.659453529065346e-07,1.0410943821505476e-06,0.8278236538461539,0.016454213801943222,0.030268628347119162,1,1,40,8,32,1.0,0.0,10761714,0.0,13,0,0,0,133.99076885473914
4,z,14,0.8,m1,init,13000000,0.7562860769230769,0.020448817365849543,0.037616969150596424,2.6387811130696676e-06,13,9.691721224758248e-07,1.7828570318045161e-06,0.7562840769230769,0.020448720895566864,0.03761679168705012,1,1,40,8,32,1.0,0.0,9831719,0.0,52,0,0,0,217.04613984399475
4,z,14,0.8,m1,na,13000000,0.7412973846153845,0.02176355692062135,0.040035520619275226,1.993837511231652e-06,13,9.015401200105652e-07,1.658443433462271e-06,0.741295923076923,0.021763703566885038,0.040035790384899246,1,1,40,8,32,1.0,0.0,9636866,0.0,38,0,0,0,224.87152400112245
4,z,14,1.0,m1,init,13000000,0.7263337692307693,0.021447461614056064,0.0394540421316453,4.495704092484564e-06,13,1.4972101961174248e-06,2.7542184348208524e-06,0.7263305384615385,0.0214476925697751,0.039454466990159254,1,1,40,8,32,1.0,0.0,9442339,3.0,78,0,0,0,293.2060263667954
4,z,14,1.0,m1,na,13000000,0.7201161538461538,0.01899219854780466,0.03493742127444001,4.073151703347426e-06,13,1.4287236133129162e-06,2.628232778707094e-06,0.7201132692307692,0.01899267427491191,0.034938296406316696,1,1,40,8,32,1.0,0.0,9361510,1.0,73,0,0,0,266.6759552360745
4,z,15,0.1,m1,init,13000000,0.9402899230769232,0.004576541620735165,0.008418854835640666,0.0,13,0.0,0.0,0.9402899230769232,0.004576541620735165,0.008418854835640666,0,2,56,8,48,1.0,0.0,12223769,0.0,0,0,0,0,63.5911683262093
4,z,15,0.1,m1,na,13000000,0.9389062307692307,0.0026480098760772865,0.004871191523536582,0.0,13,0.0,0.0,0.9389062307692307,0.0026480098760772865,0.004871191523536582,0,2,56,8,48,1.0,0.0,12205781,0.0,0,0,0,0,48.02535181865096
4,z,15,0.3,m1,init,13000000,0.8175343076923076,0.01508295961416091,0.027746114425821276,4.6083798779701014e-08,13,9.032424560821398e-08,1.661574994683768e-07,0.8175342692307692,0.015082945682938706,0.02774608879840496,0,2,56,8,48,1.0,0.0,10627946,0.0,1,0,0,0,112.345029725926
4,z,15,0.3,m1,na,13000000,0.8287004615384616,0.00741852110171464,0.013646866438950887,0.0,13,0.0,0.0,0.8287004615384616,0.00741852110171464,0.013646866438950887,0,2,56,8,48,1.0,0.0,10773106,0.0,0,0,0,0,97.18606685299892
4,z,15,0.5,m1,init,13000000,0.7251170769230769,0.014196285060786894,0.026115017197842122,3.156386456118884e-07,13,3.270656433966859e-07,6.01659156994577e-07,0.7251168461538462,0.014196250198337486,0.026114953066031444,0,2,56,8,48,1.0,0.0,9426522,0.0,6,0,0,0,184.667424181127
